pack	lemma_slp1	surface	locus	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
subhashita-beginner	samADA	samādhātum		сосредоточить	flag	unknown			сосредоточить:V:-:-			
subhashita-beginner	samAcar	samācaret		совершай	flag	inflected,unknown	совершать		совершать:V:-:-			
subhashita-beginner	samAna	samāne		самана	flag	inflected,unknown	саман		саман:S:-:-			
subhashita-beginner	samas	saṃbhavaḥ		привлекут	flag	inflected,unknown	привлечь		привлечь:V:-:-			
subhashita-beginner	samudra	samudreṇa		океан	flag	unknown			океан:S:-:-			
subhashita-beginner	samunnam	samunnatim		вознесен	flag	inflected,unknown	вознесённый		вознести:V:-:-			
subhashita-beginner	santa	santa		добрые	flag	inflected,unknown	добрый		добрый:A:-:-			
subhashita-beginner	sarvAtman	sarvātmanā		всей душою	flag	phrase,unknown			весь:A:-:- душа:S:-:-			
subhashita-beginner	sarva	sarve		все	ok							
subhashita-beginner	sat	satām		добродетельных	flag	inflected,unknown	добродетельный		добродетельный:A:-:-			
subhashita-beginner	sev	sevā		служит	flag	inflected,unknown	служить		служить:V:-:-			
subhashita-beginner	sfj	sṛṣṭi		сотворил	flag	inflected,unknown	сотворить		сотворить:V:-:-			
subhashita-beginner	siD	sidhyanti		устанавливается	flag	inflected,unknown	устанавливаться		устанавливаться:V:-:-			
subhashita-beginner	siMha	siṃhasya		лев	flag	unknown			лев:S:-:-			
subhashita-beginner	sma	sma		же	ok							
subhashita-beginner	snA	snā		омывшись	flag	inflected,unknown	омыться		омыться:V:-:-			
subhashita-beginner	sparDA	spardhayā		перегоняя друг друга	flag	phrase,unknown			перегонять:V:-:- друг:S:-:- друг:S:-:-			
subhashita-beginner	spfS	sparśane		коснулся	flag	inflected,unknown	коснуться		коснуться:V:-:-			
subhashita-beginner	strI	strīṣu		женщины	flag	unknown			женщина:S:-:-			
subhashita-beginner	su	su		выжимающего	flag	inflected,unknown	выжимающий		выжимать:V:-:-			
subhashita-beginner	suKam	sukham		счастье	ok			3	счастие:S:3:29.48			
subhashita-beginner	suKi	sukha		счастлив	flag	inflected,unknown	счастливый		счастливый:A:-:-			
subhashita-beginner	sugfhin	sugṛhī			empty							
subhashita-beginner	suhfd	suhṛt		друзей	flag	inflected,unknown	друг		друг:S:-:-			
subhashita-beginner	sukfta	sukṛtena		благого деяния	flag	phrase,unknown			благой:A:-:- деяние:S:-:-			
subhashita-beginner	sukula	sukule			empty							
subhashita-beginner	sumanas	sumanasas		цветами	flag	inflected_ambiguous,unknown			цвет:S:-:-			
subhashita-beginner	sundara	sundaryā		Прекрасный, как юное облако	flag	phrase,unknown			прекрасный:A:-:- юный:A:-:- облако:S:-:-			
subhashita-beginner	surUpa	surūpa		Сурупа	ok	name						
subhashita-beginner	svAdu	svādu		сладкую	flag	inflected,unknown	сладкий		сладкий:A:-:-			
subhashita-beginner	sva	sva		свой	flag	unknown			свой:A:-:-			
subhashita-beginner	svaDarma	svadharme		свой долг	flag	phrase,unknown			свой:A:-:- долг:S:-:-			
subhashita-beginner	svap	suptasya		спит	flag	inflected_ambiguous,unknown			спать:V:-:-			
subhashita-beginner	svasf	svasrā		сестра	flag	unknown			сестра:S:-:-			
subhashita-beginner	tA	te		эти	flag	unknown			этот:A:-:-			
subhashita-beginner	tAdfSa	tādṛśe		такой	flag	unknown			такой:A:-:-			
subhashita-beginner	tIrTa	tīrthe		тиртхе	flag	unknown			тиртх:S:-:-			
subhashita-beginner	taTA	tathā		так	ok							
subhashita-beginner	tad	tasya		он	ok							
subhashita-beginner	tadvat	tadvat		так	ok							
subhashita-beginner	tam	tān		лишается дыхания	flag	phrase,unknown			лишаться:V:-:- дыхание:S:-:-			
